participant.id_in_session,treatment,mod,player.SN_car_A,player.EE,player.PNB,player.NE,player.my_trip,player.HH,player.HL,player.LH,player.LL,player.year_born,player.gender,player.education,player.income,player.family,player.children,player.trust_parlament,player.trust_county,player.trust_municipality,player.trust_government,player.trust_politicians,player.trust_parties,player.vote,player.air_pollution,player.road_pricing,player.revenues,player.tax,player.tax_level,player.Madrid_central,player.effect_rp,player.effect_rp_others,player.comments,session.code
q8zk1goq,Baseline,1,1.0,4.0,3.0,4.0,10.0,3.0,10.0,3.0,9.0,1995.0,1.0,3.0,4.0,1.0,0.0,4.0,1.0,2.0,4.0,3.0,3.0,10.0,5.0,4.0,4.0,5.0,3.0,7.0,5.0,3.0,,uln4i2w2
vz4ndwcd,Pollution,2,1.0,3.0,3.0,3.0,11.0,3.0,3.0,3.0,3.0,2001.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,7.0,1.0,4.0,6.0,,uln4i2w2
2s8tpdkn,Public Services,3,1.0,6.0,4.0,4.0,11.0,1.0,1.0,1.0,1.0,1999.0,0.0,3.0,2.0,3.0,0.0,9.0,9.0,5.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0,3.0,7.0,5.0,1.0,4.0,,uln4i2w2
7qmr53qd,Road Pricing,4,1.0,4.0,5.0,3.0,11.0,11.0,11.0,11.0,11.0,1999.0,0.0,3.0,2.0,3.0,0.0,1.0,5.0,6.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,7.0,6.0,1.0,2.0,,uln4i2w2
h1333c3r,Social Norm,5,1.0,6.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,2003.0,0.0,2.0,0.0,2.0,0.0,9.0,2.0,5.0,2.0,2.0,1.0,12.0,6.0,7.0,3.0,5.0,5.0,7.0,1.0,1.0,.,uln4i2w2
svgvhfkx,Baseline,1,1.0,7.0,7.0,5.0,6.0,2.0,5.0,5.0,4.0,1997.0,1.0,3.0,2.0,2.0,0.0,5.0,5.0,5.0,3.0,3.0,2.0,0.0,4.0,5.0,6.0,4.0,3.0,5.0,4.0,1.0,,uln4i2w2
wv0toxws,Pollution,2,1.0,7.0,3.0,3.0,8.0,4.0,3.0,3.0,3.0,1993.0,1.0,3.0,1.0,2.0,0.0,6.0,4.0,5.0,6.0,5.0,6.0,0.0,6.0,6.0,7.0,7.0,4.0,6.0,4.0,3.0,"En la opción de hijos menores que viven en el hogar, no deja marcar 0. En mi caso, he tenido que marcar 1.",uln4i2w2
kude0f05,Public Services,3,1.0,5.0,3.0,3.0,10.0,8.0,8.0,10.0,10.0,2000.0,1.0,3.0,5.0,3.0,0.0,3.0,6.0,6.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,7.0,2.0,2.0,2.0,,uln4i2w2
y78a0e4p,Road Pricing,4,1.0,9.0,4.0,4.0,11.0,6.0,1.0,11.0,1.0,1997.0,0.0,3.0,1.0,2.0,0.0,9.0,9.0,9.0,9.0,2.0,2.0,3.0,5.0,5.0,3.0,6.0,4.0,5.0,6.0,1.0,,uln4i2w2
alsprk3f,Social Norm,5,1.0,7.0,4.0,5.0,11.0,6.0,4.0,5.0,3.0,1966.0,0.0,2.0,2.0,4.0,0.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,,uln4i2w2
enhpmva1,Baseline,1,1.0,6.0,4.0,4.0,3.0,11.0,2.0,11.0,11.0,1999.0,0.0,3.0,2.0,7.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,13.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,,uln4i2w2
s3iwzftl,Pollution,2,0.0,8.0,9.0,8.0,11.0,11.0,3.0,3.0,3.0,1997.0,1.0,3.0,5.0,2.0,0.0,1.0,3.0,5.0,1.0,1.0,1.0,13.0,2.0,1.0,2.0,2.0,7.0,5.0,3.0,2.0,En la parte de los hijos menores de 15 años no dejaba poner la opción de sin hijos,uln4i2w2
lhilbbyr,Public Services,3,0.0,8.0,11.0,7.0,11.0,1.0,1.0,11.0,11.0,1997.0,1.0,3.0,1.0,1.0,0.0,6.0,1.0,1.0,6.0,1.0,3.0,3.0,7.0,2.0,7.0,7.0,1.0,7.0,4.0,1.0,"Muy interesante! Veo algunos problemas no obstante.  – No da la opción de que no vives con ningún menor de 15, el mínimo es 1.  – Mi viaje al trabajo es de 30 minutos: 20 andando y 10 en bus interurbano. Por vuestras reglas he puesto caminando. La alternativa es 20 andando y 15 en cercanías, lo que también implicaría que fuese caminando, pero he puesto en tren.  – Sistemáticamente he contestado que prefiero el sistema actual en el conjoint experiment, porque estoy en contra de la tarifación, y prefiero la peatonalización total de las zonas urbanas, y el transporte público general. No creo que esa respuesta fuese algo previsto al poner el conjoint.  – En las últimas preguntas preguntáis sobre el uso del A, pero he dudado si era transporte público o privado. Creo que las dos primeras he contestado pensando que se refería al coche. Recordadlo en la misma hoja, o sustituid A. ",uln4i2w2
mmwi7ssd,Road Pricing,4,0.0,8.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,2001.0,0.0,2.0,5.0,2.0,0.0,5.0,6.0,5.0,6.0,5.0,3.0,0.0,5.0,6.0,2.0,5.0,2.0,6.0,5.0,4.0,,uln4i2w2
ckgdbhy3,Social Norm,5,0.0,7.0,9.0,10.0,10.0,8.0,6.0,10.0,9.0,2000.0,0.0,3.0,1.0,2.0,,3.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,,uln4i2w2
ygzo60jz,Baseline,1,0.0,9.0,9.0,8.0,11.0,9.0,5.0,3.0,7.0,2000.0,0.0,3.0,1.0,3.0,0.0,4.0,2.0,4.0,1.0,1.0,1.0,0.0,6.0,4.0,3.0,2.0,7.0,7.0,3.0,7.0,,uln4i2w2
o36q4v3s,Pollution,2,0.0,7.0,11.0,9.0,11.0,11.0,11.0,11.0,11.0,1998.0,0.0,3.0,1.0,3.0,0.0,5.0,1.0,1.0,5.0,4.0,4.0,3.0,6.0,6.0,7.0,7.0,3.0,6.0,6.0,2.0,"Estas políticas muchas veces se olvidan de que quien sufre realmente las tarifas a la movilidad son la clase baja y obrera, quienes no pueden permitirse pagar estas tarifas y la alternativa (transporte público) no es una buena alternativa porque falta mucha inversión para que haya redes de comunicación de transporte de calidad, rápidas y eficientes. Sino, los trabajadores que tienen que desplazarse 2h a su lugar de trabajo pagan con tiempo en vez de con tarifas por Madrid Central. No se pueden hacer políticas medioambientales dejando de lado la perspectiva de clase y perspectiva de género. Abogo por políticas interseccionales. Quizá tener en cuenta estos asuntos cuando se plantee la elaboración de tarifas estaría bien, quizá que la tarifa vaya ligada a la renta en ciertos aspectos, o generar una ""licencia"" para entrar a madrid central cuyo coste vaya ligado a la renta, + añadirle una tarifa como las que hemos estado viendo, por km recorrido y por nivel de congestión de la ciudad",uln4i2w2
2chu8i27,Public Services,3,0.0,7.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,2000.0,0.0,2.0,0.0,3.0,0.0,9.0,2.0,5.0,4.0,2.0,5.0,12.0,9.0,6.0,4.0,5.0,3.0,5.0,4.0,5.0,No he podido marcar la opción de 0 hijos de menos de 15 años viven conmigo,uln4i2w2
yatjkrmr,Road Pricing,4,0.0,7.0,8.0,6.0,11.0,2.0,2.0,2.0,2.0,1966.0,0.0,3.0,3.0,2.0,0.0,4.0,3.0,3.0,4.0,3.0,2.0,0.0,5.0,3.0,2.0,3.0,4.0,6.0,3.0,1.0,,uln4i2w2
oljn48l4,Social Norm,5,0.0,7.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,2001.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,3.0,2.0,5.0,6.0,4.0,5.0,5.0,1.0,"Hay un problema en la propia encuesta, no se da la opción a elegir ""ningún menor de 15 años"".",uln4i2w2
qtpo1paq,Pollution,2,0.0,8.0,9.0,8.0,10.0,11.0,10.0,6.0,8.0,2001.0,1.0,2.0,0.0,3.0,,6.0,5.0,7.0,5.0,3.0,2.0,1.0,9.0,5.0,3.0,7.0,4.0,7.0,5.0,2.0,"No deja indicar que no se convive con hijos menores de 15 años: no está la opción ""0"", hay que elegir mínimo ""1"".",uln4i2w2
nc77kida,Public Services,3,0.0,5.0,9.0,6.0,10.0,10.0,6.0,9.0,6.0,1998.0,1.0,3.0,2.0,5.0,0.0,9.0,2.0,5.0,4.0,1.0,1.0,3.0,9.0,5.0,5.0,6.0,7.0,7.0,2.0,1.0,,uln4i2w2
hgm4z5p8,Road Pricing,4,0.0,4.0,7.0,8.0,11.0,11.0,9.0,11.0,6.0,1998.0,1.0,3.0,2.0,1.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,9.0,1.0,4.0,4.0,2.0,5.0,4.0,6.0,9.0,,uln4i2w2
e13kuef8,Social Norm,5,0.0,5.0,9.0,7.0,11.0,11.0,11.0,11.0,11.0,1998.0,0.0,3.0,3.0,4.0,0.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,6.0,4.0,6.0,4.0,2.0,7.0,2.0,,uln4i2w2
3cz9co3h,Baseline,1,0.0,7.0,9.0,9.0,11.0,9.0,9.0,5.0,9.0,1997.0,1.0,3.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,4.0,6.0,4.0,1.0,1.0,,uln4i2w2
5j8u76qo,Pollution,2,0.0,5.0,8.0,8.0,11.0,10.0,10.0,10.0,10.0,2000.0,0.0,3.0,0.0,3.0,0.0,9.0,3.0,4.0,3.0,2.0,3.0,0.0,9.0,5.0,6.0,7.0,5.0,7.0,6.0,1.0,,uln4i2w2
lp4ad4ql,Public Services,3,0.0,3.0,6.0,6.0,11.0,11.0,6.0,5.0,11.0,1998.0,0.0,3.0,3.0,2.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,4.0,4.0,4.0,4.0,7.0,2.0,6.0,3.0,La pregunta de los hijos no tenía opción de 0 hijos.,uln4i2w2
syr4wgae,Road Pricing,4,0.0,8.0,8.0,11.0,11.0,3.0,3.0,9.0,9.0,1995.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,6.0,5.0,4.0,4.0,13.0,2.0,3.0,6.0,3.0,6.0,4.0,4.0,2.0,,uln4i2w2
xbf6cmvi,Pollution,2,0.0,8.0,9.0,8.0,9.0,2.0,2.0,2.0,9.0,1999.0,1.0,3.0,0.0,2.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,13.0,2.0,1.0,7.0,7.0,9.0,9.0,1.0,1.0,,uln4i2w2
sntst306,Public Services,3,0.0,7.0,9.0,6.0,10.0,9.0,8.0,8.0,8.0,1998.0,0.0,3.0,1.0,3.0,0.0,5.0,2.0,2.0,7.0,5.0,6.0,0.0,5.0,7.0,3.0,7.0,1.0,7.0,6.0,7.0,En la pregunta de cuantos hijos menores de 15 años no habia opcion a 0. Personalmente mi respuesta era 0 y he tenido que poner 1. ,uln4i2w2
gem1bswc,Road Pricing,4,0.0,4.0,8.0,8.0,6.0,6.0,6.0,6.0,7.0,2000.0,1.0,2.0,0.0,4.0,0.0,9.0,5.0,6.0,3.0,4.0,2.0,13.0,6.0,6.0,5.0,6.0,3.0,7.0,5.0,5.0,,uln4i2w2
xhwxoldo,Social Norm,5,0.0,7.0,8.0,8.0,9.0,10.0,9.0,10.0,2.0,1999.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,7.0,,uln4i2w2
mh0zrq4j,Baseline,1,0.0,7.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,1977.0,1.0,3.0,3.0,1.0,0.0,2.0,3.0,5.0,1.0,3.0,3.0,13.0,2.0,4.0,2.0,6.0,4.0,1.0,2.0,1.0,"En la pregunta de ""cuántos hijos menores de 15 años viven con usted"" no había posibilidad de decir 0.",uln4i2w2
thyenl6n,Pollution,2,0.0,7.0,10.0,8.0,11.0,7.0,8.0,8.0,10.0,1998.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,6.0,6.0,5.0,6.0,2.0,6.0,4.0,5.0,"Hola!! En las preguntas de la sección 3 que se refiere a la ""Opción A"", no entendía del todo la pregunta y qué porcentaje quería responder. En la pregunta de los hijos menores de 15 años he puesto 1 porque no había opción de 0. En general me ha encantado y generado mucha curiosidad los resultados :)",uln4i2w2
7kaff9s6,Public Services,3,0.0,6.0,10.0,8.0,9.0,8.0,10.0,10.0,10.0,2002.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,4.0,6.0,2.0,3.0,0.0,6.0,5.0,7.0,7.0,4.0,7.0,5.0,4.0,,uln4i2w2
sluauxoo,Road Pricing,4,0.0,8.0,6.0,11.0,10.0,10.0,9.0,9.0,9.0,1999.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,13.0,5.0,2.0,3.0,6.0,7.0,1.0,3.0,1.0,,uln4i2w2
xf7pyh82,Social Norm,5,0.0,6.0,8.0,10.0,11.0,3.0,3.0,1.0,1.0,1995.0,0.0,3.0,2.0,1.0,0.0,4.0,3.0,6.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,6.0,3.0,2.0,1.0,"En la pregunta de si tengo hijos no hay opción de poner un 0 ni de dejar la respuesta en blanco! He tenido que poner un 1 para poder continuar la encuesta, pero la respuesta correcta sería 0! Gracias por poner un espacio de comentarios al final para poder ponernos en contacto! Además, creo que están bien las encuestas así que son amenas para el que responde!",uln4i2w2
230y2x7c,Baseline,1,0.0,8.0,7.0,9.0,9.0,5.0,5.0,9.0,9.0,2001.0,1.0,3.0,5.0,3.0,0.0,3.0,6.0,6.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,,uln4i2w2
ikggdxke,Pollution,2,0.0,7.0,6.0,9.0,10.0,8.0,8.0,8.0,8.0,1999.0,1.0,3.0,0.0,2.0,0.0,5.0,1.0,2.0,5.0,4.0,5.0,3.0,6.0,1.0,6.0,6.0,3.0,7.0,3.0,1.0,"Falta una opción en los hijos menores de 15 años: 0 hijos. En mi caso comparto piso y no hay niños menores en él.     El método encuesta para estos temas a veces deja fuera matices de la opinión del encuestado importantes a tener en cuenta. Uno de ellos es que voy andando porque puedo ir andando al estar dentro de la m30, pero cuando iba el año pasado a la universidad en Getafe tenía que ir en coche. El trayecto chamberí-getafe en transporte público es 1 hora y 15 min, y en coche 25-35 minutos. Esa diferencia horaria, me hacía casi obligatoriamente depender del coche. ",uln4i2w2
2s5j0zxj,Public Services,3,0.0,8.0,11.0,7.0,11.0,2.0,3.0,9.0,3.0,2002.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,,uln4i2w2
xyklbkdg,Road Pricing,4,1.0,5.0,3.0,3.0,10.0,8.0,10.0,8.0,9.0,1997.0,1.0,3.0,2.0,5.0,0.0,3.0,2.0,3.0,2.0,1.0,1.0,12.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,,uln4i2w2
4tw3gwgv,Social Norm,5,1.0,3.0,4.0,4.0,8.0,7.0,7.0,7.0,7.0,2000.0,1.0,2.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,7.0,7.0,7.0,8.0,9.0,2.0,,uln4i2w2
uc0t2qo5,Baseline,1,1.0,7.0,4.0,5.0,10.0,10.0,5.0,4.0,2.0,1986.0,1.0,3.0,4.0,0.0,0.0,4.0,5.0,6.0,3.0,3.0,3.0,13.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,2.0,,uln4i2w2
fuj3ub9q,Pollution,2,1.0,10.0,3.0,9.0,10.0,8.0,4.0,9.0,6.0,1999.0,1.0,2.0,0.0,1.0,0.0,4.0,3.0,4.0,2.0,2.0,3.0,5.0,5.0,6.0,5.0,4.0,3.0,5.0,5.0,3.0,,uln4i2w2
s8o9n3p1,Public Services,3,1.0,5.0,3.0,4.0,10.0,3.0,3.0,3.0,3.0,2003.0,0.0,2.0,5.0,4.0,0.0,7.0,6.0,6.0,4.0,3.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,7.0,2.0,1.0,En la pregunta de cuántas personas menores de 15 años viven en el domicilio no aparecía la opción de 0 personas.,uln4i2w2
j4sbb0ov,Road Pricing,4,1.0,6.0,4.0,4.0,8.0,5.0,5.0,5.0,5.0,1995.0,1.0,3.0,2.0,4.0,0.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,6.0,6.0,4.0,3.0,2.0,1.0,"En la ultima seccion de datos más personales, la opcion de ""cuantos hijos menores de 15 años viven conmigo"" no hay opcion de ""0"", la cual seria la respuesta.",uln4i2w2
hdvmjrl0,Social Norm,5,1.0,7.0,4.0,5.0,10.0,8.0,8.0,6.0,5.0,2003.0,0.0,2.0,0.0,3.0,1.0,9.0,9.0,6.0,9.0,1.0,1.0,13.0,1.0,4.0,2.0,5.0,5.0,4.0,5.0,1.0,,uln4i2w2
ygq2rbch,Baseline,1,1.0,4.0,5.0,7.0,6.0,9.0,8.0,7.0,3.0,1994.0,1.0,2.0,3.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,uln4i2w2
iua0kr3o,Pollution,2,1.0,7.0,4.0,9.0,11.0,3.0,3.0,4.0,3.0,1992.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,9.0,9.0,1.0,4.0,6.0,9.0,9.0,5.0,,uln4i2w2
g0rid3nm,Public Services,3,1.0,7.0,3.0,5.0,11.0,4.0,3.0,3.0,3.0,1998.0,1.0,3.0,1.0,3.0,0.0,9.0,1.0,1.0,3.0,2.0,2.0,0.0,5.0,9.0,6.0,9.0,2.0,6.0,5.0,4.0,"En la pregunta ""¿cuántos hijos menores de 15 años viven con usted?"" no hay posibilidad de responder: ninguno.",uln4i2w2
ha59x5xj,Road Pricing,4,1.0,6.0,3.0,5.0,6.0,9.0,6.0,5.0,3.0,2000.0,1.0,3.0,2.0,4.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,2.0,,uln4i2w2
nxuvgudh,Social Norm,5,1.0,8.0,6.0,6.0,11.0,7.0,9.0,8.0,9.0,1983.0,3.0,3.0,4.0,2.0,1.0,6.0,6.0,5.0,6.0,4.0,4.0,3.0,5.0,6.0,7.0,5.0,3.0,6.0,5.0,5.0,Muy interesante,uln4i2w2
wat5ykjw,Baseline,1,1.0,6.0,7.0,5.0,11.0,11.0,11.0,11.0,11.0,2000.0,1.0,3.0,0.0,5.0,1.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,2.0,6.0,4.0,5.0,1.0,,uln4i2w2
cg7odc0d,Pollution,2,1.0,7.0,5.0,4.0,10.0,4.0,8.0,9.0,10.0,2001.0,0.0,2.0,2.0,3.0,0.0,3.0,6.0,5.0,4.0,1.0,1.0,0.0,1.0,5.0,6.0,4.0,7.0,6.0,5.0,7.0,,uln4i2w2
jf155q1k,Public Services,3,1.0,5.0,3.0,4.0,11.0,5.0,5.0,9.0,9.0,1996.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,13.0,9.0,5.0,5.0,3.0,6.0,5.0,6.0,6.0,,uln4i2w2
ualit105,Road Pricing,4,1.0,7.0,6.0,5.0,7.0,4.0,6.0,6.0,5.0,1991.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,3.0,7.0,4.0,2.0,3.0,,uln4i2w2
dli4uco2,Baseline,1,1.0,4.0,2.0,5.0,11.0,2.0,3.0,1.0,3.0,1996.0,3.0,3.0,2.0,3.0,0.0,8.0,4.0,5.0,5.0,1.0,2.0,12.0,7.0,7.0,7.0,6.0,5.0,9.0,6.0,6.0,,uln4i2w2
k32enl63,Pollution,2,1.0,5.0,8.0,6.0,1.0,5.0,8.0,4.0,8.0,2002.0,0.0,2.0,0.0,1.0,0.0,5.0,7.0,3.0,5.0,7.0,7.0,1.0,3.0,4.0,1.0,1.0,7.0,7.0,1.0,7.0,,uln4i2w2
al9l66sd,Public Services,3,1.0,5.0,3.0,3.0,11.0,1.0,1.0,1.0,1.0,2001.0,0.0,2.0,5.0,3.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,12.0,2.0,1.0,3.0,6.0,5.0,7.0,2.0,7.0,"Ha habido preguntas como ""cuántos hijos menores de 15 años viven en su casa?"" sin opción a poner ""0"", así que he puesto ""1"" sin que sea cierto.  En la pregunta de ""qué tranporte usa"" es de opción única, debería haber sido múltiple para poder poder ""bus Y cercanías"", no solo uno de ellos. En la pregunta sobre los ingresos que percibo, no queda claro si se refiere a mi vivienda o a solo yo (que no trabajo)"", y en otras preguntas en general me han faltado respuestas o matices y he tenido que poner una respuesta que ni siquiera me representaba",uln4i2w2
xn9ipvip,Road Pricing,4,1.0,8.0,4.0,4.0,10.0,6.0,6.0,6.0,6.0,1996.0,1.0,3.0,2.0,2.0,0.0,5.0,3.0,6.0,5.0,2.0,2.0,3.0,6.0,2.0,3.0,5.0,9.0,7.0,5.0,2.0,"En la eleccion de menores de 15 años que viven en el domicilio, no se puede elegir 0",uln4i2w2
p5anjbks,Social Norm,5,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1999.0,0.0,3.0,1.0,3.0,0.0,9.0,5.0,6.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,5.0,7.0,2.0,4.0,,uln4i2w2
pyvwc9dp,Baseline,1,1.0,6.0,1.0,4.0,11.0,11.0,11.0,11.0,11.0,1957.0,0.0,3.0,1.0,2.0,0.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,,uln4i2w2
ednmwqsq,Pollution,2,1.0,9.0,6.0,6.0,11.0,11.0,11.0,2.0,2.0,2000.0,1.0,2.0,0.0,5.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,7.0,8.0,1.0,1.0,,uln4i2w2
kxuu2bs4,Public Services,3,1.0,3.0,3.0,4.0,9.0,3.0,3.0,3.0,4.0,2001.0,1.0,2.0,0.0,3.0,0.0,4.0,6.0,6.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,6.0,4.0,1.0,2.0,,uln4i2w2
h8f8w5um,Road Pricing,4,1.0,8.0,4.0,5.0,10.0,9.0,2.0,8.0,3.0,1988.0,1.0,3.0,5.0,0.0,0.0,4.0,4.0,6.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,4.0,2.0,,uln4i2w2
yucwbaou,Social Norm,5,1.0,6.0,8.0,3.0,10.0,1.0,2.0,3.0,7.0,1981.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0,,uln4i2w2
n80pv3ck,Baseline,1,1.0,7.0,4.0,6.0,6.0,9.0,8.0,5.0,8.0,1997.0,0.0,3.0,2.0,3.0,0.0,5.0,1.0,6.0,6.0,5.0,5.0,0.0,4.0,2.0,2.0,7.0,5.0,6.0,3.0,1.0,,uln4i2w2
7nlvytby,Pollution,2,1.0,3.0,6.0,5.0,3.0,5.0,8.0,2.0,9.0,1968.0,1.0,2.0,5.0,3.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,uln4i2w2
m9zvgyzs,Public Services,3,1.0,7.0,3.0,5.0,11.0,4.0,8.0,4.0,9.0,2000.0,0.0,3.0,2.0,2.0,0.0,9.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,,uln4i2w2
b2j3paqm,Road Pricing,4,1.0,6.0,7.0,6.0,7.0,7.0,5.0,8.0,8.0,1999.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,8.0,,uln4i2w2
vdln2n3p,Social Norm,5,1.0,7.0,4.0,6.0,6.0,3.0,1.0,2.0,4.0,2000.0,0.0,3.0,5.0,3.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,0.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,Es interesante. Te hace pensar demasiadas cosas.,uln4i2w2
u4g1gko4,Baseline,1,0.0,5.0,11.0,7.0,11.0,11.0,10.0,7.0,8.0,1999.0,0.0,3.0,0.0,3.0,0.0,6.0,6.0,5.0,6.0,4.0,4.0,3.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,1.0,Mi correo electrónico en la cuenta de paypal es mariaao1999@gmail.com,uln4i2w2
raou7epo,Pollution,2,0.0,7.0,9.0,7.0,11.0,1.0,1.0,1.0,1.0,2002.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,1.0,2.0,2.0,5.0,6.0,4.0,6.0,5.0,6.0,7.0,5.0,2.0,"Hay una pregunta que me obligaba a poner mínimo un hijo, pero no tengo.",uln4i2w2
rvot49f7,Public Services,3,0.0,7.0,10.0,8.0,10.0,3.0,7.0,4.0,7.0,2000.0,0.0,3.0,5.0,3.0,0.0,3.0,3.0,2.0,6.0,2.0,1.0,0.0,6.0,9.0,5.0,7.0,4.0,7.0,7.0,1.0,"No había opción de poner que no había ninguna persona en casa de menos de 15 años, así que he puesto 1.",uln4i2w2
tw781squ,Social Norm,5,0.0,7.0,9.0,8.0,11.0,3.0,3.0,2.0,9.0,1996.0,1.0,1.0,0.0,2.0,0.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,9.0,5.0,7.0,3.0,7.0,5.0,4.0,2.0,,uln4i2w2
8yy8lbem,Baseline,1,0.0,5.0,8.0,7.0,10.0,9.0,9.0,9.0,8.0,2001.0,1.0,2.0,1.0,3.0,0.0,4.0,3.0,2.0,4.0,2.0,2.0,0.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,1.0,,uln4i2w2
2laod51g,Pollution,2,0.0,8.0,10.0,9.0,7.0,8.0,8.0,8.0,8.0,2002.0,0.0,3.0,5.0,3.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,12.0,7.0,1.0,1.0,5.0,6.0,9.0,2.0,2.0,,uln4i2w2
eyjtzeox,Public Services,3,0.0,5.0,7.0,5.0,10.0,9.0,8.0,9.0,10.0,2001.0,0.0,2.0,0.0,3.0,0.0,2.0,5.0,5.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,6.0,9.0,4.0,5.0,1.0,,uln4i2w2
7z0h7kdw,Road Pricing,4,0.0,8.0,10.0,10.0,8.0,6.0,6.0,9.0,10.0,1964.0,1.0,3.0,5.0,3.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,13.0,5.0,2.0,2.0,5.0,6.0,8.0,2.0,3.0,,uln4i2w2
ndxtxxft,Social Norm,5,0.0,8.0,10.0,9.0,9.0,11.0,11.0,6.0,6.0,2000.0,0.0,3.0,1.0,3.0,,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,5.0,7.0,5.0,5.0,7.0,,uln4i2w2
